Latin name,Diet
Synaptura selheimi,IM
Nematogobius brachynemus,IM
Vanneaugobius canariensis,IM
Vanneaugobius pruvoti,PK
Wheelerigobius wirtzi,IM
Microdesmus aethiopicus,PK
Hippocampus trimaculatus,PK
Hippocampus whitei,IM
Omobranchus obliquus,PK
Nannocampus pictus,IM
Plesiops multisquamata,IM
Parapercis punctulata,PK
Entomacrodus epalzeocheilos,IM
Cirrhibarbis capensis,PK
Climacoporus navalis,IM
Clinoporus biporosus,PK
Fucomimus mus,PK
Hetereleotris apora,PK
Hetereleotris caminata,IM
Hetereleotris tentaculata,IM
Hetereleotris zanzibarensis,OM
Moringua abbreviata,IM
Hetereleotris margaretae,PK
Synodus fuscus,PK
Pleurosicya annandalei,PK
Enchelycore ramosa,PK
Gorgasia maculata,PK
Pleurosicya mossambica,PK
Trimma corallinum,IM
Doryrhamphus japonicus,PK
Anoplocapros robustus,IM
Trachyrhamphus serratus,PK
Trachyrhamphus longirostris,PK
Arothron inconditus,IM
Chelonodon pleurospilus,PK
Gymnothorax elegans,PK
Hippocampus sindonis,PK
Lotella phycis,PK
Chorisochismus dentex,PK
Eckloniaichthys scylliorhiniceps,PK
Lepadichthys lineatus,PK
Brotulina erythrea,PK
Diancistrus fuscus,IM
Sargocentron inaequalis,FC
Sargocentron macrosquamis,IM
Sargocentron seychellense,PK
Halicampus zavorensis,FC
Echidna delicatula,FC
Uropterygius nagoensis,FC
Scorpaenodes littoralis,PK
Conger japonicus,PK
Gorgasia japonica,PK
Pseudanthias connelli,PK
Pseudanthias lunulatus,IM
Odontanthias borbonius,PK
Acanthostracion guineensis,IM
Acanthostracion notacanthus,PK
Acanthurus japonicus,IM
Neoscombrops pacificus,PK
Tosanoides flavofasciatus,PK
Pseudanthias elongatus,IM
Pseudanthias leucozonus,PK
Pseudanthias caudalis,IM
Pseudanthias flavoguttatus,IM
Grammatonotus surugaensis,IM
Pseudochromis xanthochir,IM
Plesiops nakaharae,IM
Plesiops oxycephalus,IM
Assessor randalli,IM
Apogon parvulus,IM
Apogon ishigakiensis,IM
Apogon rhodopterus,IM
Pempheris xanthoptera,PK
Pempheris nyctereutes,IM
Prognathodes guyotensis,IM
Amblycirrhitus unimacula,PK
Goniistius quadricornis,IM
Scarus ovifrons,PK
Xyrichtys woodi,IM
Xyrichtys melanopus,IM
Choerodon gymnogenys,IM
Decodon pacificus,IM
Bodianus izuensis,IM
Bodianus masudai,FC
Bodianus tanyokidus,IM
Labroides rubrolabiatus,IM
Macropharyngodon moyeri,IM
Xyrichtys twistii,IM
Xenisthmus clarus,FC
Hetereleotris poecila,PK
Eviota abax,IM
Eviota epiphanes,IM
Parapercis aurantiaca,IM
Parapercis decemfasciata,IM
Parapercis kamoharai,PK
Parapercis ommatura,PK
Trichonotus filamentosus,HM
Trichonotus elegans,HM
Helcogramma trigloides,IM
Enneapterygius etheostomus,HM
Springeratus xanthosoma,PK
Parablennius yatabei,IM
Trimma grammistes,IM
Parioglossus dotui,IM
Acentrogobius janthinopterus,IM
Amoya moloanus,IM
Chlidichthys pembae,IM
Chlidichthys bibulus,IM
Chlidichthys johnvoelckeri,IM
Gnatholepis anjerensis,PK
Anisochromis kenyae,PK
Hazeus otakii,PK
Pseudochromis melas,PK
Solegnathus hardwickii,PK
Semicossyphus reticulatus,PK
Cryptocentrus albidorsus,PK
Cryptocentrus nigrocellatus,IM
Pseudochromis tauberae,IS
Myersina filifer,IM
Cryptocentrus shigensis,IM
Myersina macrostoma,PK
Myersina nigrivirgata,IM
Tomiyamichthys oni,IM
Tomiyamichthys lanceolatus,OM
Vanderhorstia mertensi,OM
Apogon natalensis,OM
Vanderhorstia fasciaventris,OM
Apogon nigripes,OM
Apogon nitidus,OM
Callogobius snelliusi,HM
Archamia mozambiquensis,IM
Gobiodon atrangulatus,IM
Gobiodon multilineatus,IM
Gobiodon oculolineatus,IM
Gobiopsis aporia,IM
Gobiopsis arenaria,PK
Gobiopsis quinquecincta,IM
Heteroplopomus barbatus,PK
Bathygobius petrophilus,FC
Cabillus lacertops,IM
Istiblennius rivulatus,IS
Pterogobius elapoides,IM
Pterogobius virgo,FC
Clariger exilis,FC
Clariger papillosus,IM
Luciogobius saikaiensis,FC
Luciogobius elongatus,FC
Luposicya lupus,IM
Omobranchus fasciolatoceps,IM
Elacatinus randalli,PK
Elacatinus illecebrosus,IM
Elacatinus prochilos,IM
Elacatinus chancei,IM
Labrisomus filamentosus,FC
Starksia hassi,IM
Antennarius indicus,IM
Apogon unicolor,IM
Heteroclinus roseus,PK
Omobranchus loxozonus,FC
Meiacanthus kamoharai,IM
Petroscirtes springeri,IM
Pseudanthias ignitus,IM
Praealticus tanegasimae,IM
Andamia tetradactylus,PK
Schindleria praematura,IM
Sebastiscus albofasciatus,PK
Scorpaena onaria,IM
Scorpaena miostoma,IS
Scorpaena hatizyoensis,IM
Rhinopias xenops,IM
Pteroidichthys amboinensis,PK
Minous pusillus,IM
Neocentropogon japonicus,IM
Ocosia vespa,IM
Ocosia fasciata,IM
Paraploactis kagoshimensis,IM
Pherallodus indicus,IM
Aspasma minima,PK
Lepadichthys frenatus,PK
Synchiropus ijimai,OM
Minysynchiropus kiyoae,FC
Cantherhines multilineatus,FC
Brachaluteres ulvarum,IM
Kentrocapros flavofasciatus,IM
Takifugu poecilonotus,FC
Cirrhimuraena calamus,FC
Elapsopis cyclorhinus,IM
Malvoliophis pinguis,IM
Scolecenchelys australis,IM
Muraenichthys iredalei,FC
Neenchelys retropinna,FC
Apogon jenkinsi,PK
Rhabdamia mentalis,IM
Gymnothorax longinquus,FC
Gymnothorax prionodon,IM
Gymnothorax woodwardi,IM
Pseudanthias heemstrai,PK
Rabaulichthys altipinnis,IM
Rabaulichthys stigmaticus,FC
Diploprion drachi,IM
Plesiops nigricans,OM
Pictichromis diadema,OM
Pseudochromis olivaceus,PK
Pseudochromis springeri,IM
Pseudochromis dixurus,IM
Pseudochromis sankeyi,PK
Pseudochromis perspicillatus,IM
Pseudochromis pylei,PK
Pseudochromis persicus,IM
Goniistius plessisi,PK
Synodus similis,PK
Halophryne queenslandiae,PK
Histiophryne bougainvilli,IM
Plectranthias kelloggi,PK
Proteracanthus sarissophorus,PK
Plectranthias yamakawai,PK
Sacura margaritacea,PK
Pseudanthias taira,FC
Lotella rhacina,IM
Dermatopsis macrodon,FC
Diancistrus longifilis,IM
Dinematichthys dasyrhynchus,IM
Dipulus caecus,IM
Didymothallus mizolepis,IM
Monothrix polylepis,HD
Eurypleuron owasianum,HD
Conidens laticephalus,IM
Paradiplogrammus parvus,IM
Cirrhilabrus roseafascia,IM
Cirrhilabrus rubrisquamis,IM
Cirrhilabrus randalli,IM
Rhabdamia spilota,IM
Apogon ocellicaudus,IM
Apogon nanus,IM
Palutrus meteori,IM
Apogon neotes,IM
Apogon franssedai,PK
Butis humeralis,IM
Apogon ventrifasciatus,FC
Lutjanus rufolineatus,PK
Drombus kranjiensis,PK
Fowleria flammea,PK
Siphamia corallicola,HD
Siphamia jebbi,IM
Apogon cavitiensis,IM
Pomacentrus armillatus,IM
Pomacentrus geminospilus,IM
Dischistodus darwiniensis,IM
Amoya madraspatensis,IM
Acanthosphex leurynnis,IM
Gorgasia hawaiiensis,IM
Corythoichthys insularis,IM
Apogon melanoproctus,IM
Halichoeres cosmetus,IM
Parapercis signata,IM
Enneapterygius obscurus,IM
Bodianus neilli,IM
Arothron diadematus,IM
Canthigaster pygmaea,IM
Ostracion trachys,PK
Amblygobius semicinctus,PK
Oxymonacanthus halli,PK
Sufflamen albicaudatum,PK
Rhinecanthus assasi,PK
Asterropteryx spinosa,PK
Bathygobius coalitus,IM
Centropyge debelius,PK
Centropyge nahackyi,IM
Apolemichthys kingi,IM
Centropyge boylei,IM
Chaetodon mesoleucos,IM
Pomacanthus rhomboides,IM
Chelmonops curiosus,PK
Hemitaurichthys multispinosus,IM
Chaetodon dialeucos,FC
Mulloidichthys mimicus,IM
Girella freminvillii,IM
Cheilodactylus pixi,IM
Pempheris adusta,FC
Pempheris mangula,IM
Ecsenius nalolo,FC
Eviota guttata,IM
Istiblennius unicolor,PK
Blennioclinus brachycephalus,PK
Eviota nigripinna,PK
Eviota zebrina,PK
Tomiyamichthys latruncularius,PK
Oplopomus caninoides,PK
Hazeus maculipinna,PK
Palutrus reticularis,PK
Orthopristis forbesi,PK
Xenocys jessiae,PK
Xenichthys agassizii,PK
Apogon atradorsatus,PK
Apogon pacificus,PK
Pleurosicya micheli,IM
Acanthemblemaria castroi,PK
Plagiotremus azaleus,PK
Malacoctenus tetranemus,PK
Priolepis nocturna,IM
Malacoctenus zonogaster,IM
Labrisomus dendriticus,OM
Chaenopsis schmitti,IM
Coryphopterus urospilus,PK
Sueviota lachneri,PK
Trimma emeryi,PK
Lythrypnus gilberti,PK
Trimma flammeum,OM
Arcos poecilophthalmos,IM
Rypticus bicolor,PK
Quassiremus evionthas,OM
Liopropoma fasciatum,IM
Lepidonectes corallicola,OM
Trimmatom nanus,PK
Tomiyamichthys praealta,OM
Chlorurus capistratoides,OM
Pseudanthias parvirostris,OM
Chlidichthys inornatus,IM
Pseudochromis coccinicauda,IS
Apogon abrogramma,OM
Coris batuensis,IM
Halichoeres trispilus,OM
Halichoeres vrolikii,OM
Helcogramma maldivensis,OM
Helcogramma larvata,HD
Entomacrodus vermiculatus,OM
Ablabys macracanthus,OM
Kaupichthys diodontus,PK
Plectorhinchus vittatus,OM
Bodianus opercularis,PK
Choerodon rubescens,PK
Cirrhilabrus blatteus,OM
Cirrhilabrus balteatus,OM
Cirrhilabrus johnsoni,IM
Cirrhilabrus rhomboidalis,IM
Conniella apterygia,IM
Paracheilinus bellae,IM
Coris auricularis,OM
Minilabrus striatus,IM
Pseudocoris aurantiofasciata,PK
Anthias salmopunctatus,IM
Thalassoma rueppellii,PK
Larabicus quadrilineatus,PK
Meiacanthus bundoon,IM
Ecsenius aroni,OM
Salarias alboguttatus,IM
Cryptocentrus caeruleomaculatus,PK
Cryptocentrus leptocephalus,OM
Cryptocentrus lutheri,IM
Zebrasoma rostratum,IM
Cirrhitichthys guichenoti,IM
Plectorhinchus multivittatus,IM
Thalassoma genivittatum,IM
Diplogrammus xenicus,IM
Halichoeres pelicieri,FC
Rhinopias eschmeyeri,FC
Hippocampus fuscus,IS
Hippocampus spinosissimus,IM
Spicara axillaris,IM
Sanopus greenfieldorum,IM
Solegnathus dunckeri,IM
Xyrichtys virens,IM
Pseudochromis aldabraensis,OM
Pseudochromis caudalis,PK
Myripristis aulacodes,IM
Myripristis botche,IM
Myripristis formosa,OM
Myripristis greenfieldi,OM
Pereulixia kosiensis,IM
Scarus zufar,IM
Blennioclinus stella,OM
Blennophis anguillaris,IM
Blennophis striatus,IM
Clinus acuminatus,IM
Clinus agilis,IM
Myripristis robusta,IM
Clinus brevicristatus,FC
Clinus cottoides,HD
Clinus helenae,PK
Clinus robustus,PK
Clinus superciliosus,PK
Clinus taurus,PK
Clinus venustris,FC
Clinus woodi,PK
Muraenoclinus dorsalis,IM
Pavoclinus graminis,PK
Smithichthys fucorum,IM
Pavoclinus profundus,OM
Pavoclinus pavo,OM
Leptojulis chrysotaenia,IM
Leptojulis lambdastigma,IM
Leptojulis polylepis,IM
Priolepis compita,PK
Pleurosicya fringilla,PK
Pleurosicya boldinghi,OM
Trimma macrophthalma,OM
Helcogramma steinitzi,HD
Enneapterygius hollemani,HD
Gobiopsis pinto,HD
Torquigener balteus,HD
Xenisthmus africanus,FC
Opua atherinoides,IM
Apogon pseudotaeniatus,FC
Amblyeleotris downingi,FC
Amblyeleotris triguttata,FC
Chromis flavaxilla,OM
Torquigener flavimaculosus,FC
Paramonacanthus choirocephalus,IM
Neoclinus okazakii,FC
Neoclinus nudus,IM
Coryogalops tessellatus,HD
Fusigobius inframaculatus,PK
Ego zebra,PK
Chromis pamae,PK
Chromis bami,PK
Plectranthias pelicieri,PK
Plectranthias cirrhitoides,HD
Plectranthias inermis,HD
Plectranthias rubrifasciatus,HM
Plectranthias vexillarius,HM
Pseudochromis kolythrus,FC
Xenisthmus balius,IM
Paraxenisthmus springeri,FC
Pseudochromis striatus,IM
Pictichromis ephippiata,IM
Pseudochromis leucorhynchus,IM
Pseudochromis linda,FC
Pseudochromis nigrovittatus,IM
Pseudochromis omanensis,IM
Chlidichthys cacatuoides,IM
Halidesmus coccus,FC
Pseudochromis viridis,IM
Aulopareia janetae,IM
Pseudoplesiops collare,IM
Pseudochromis reticulatus,IM
Glossogobius sparsipapillus,IM
Halichoeres leptotaenia,FC
Halichoeres signifer,OM
Halichoeres melas,IM
Enneapterygius melanospilus,IM
Pseudanthias regalis,HD
Pseudamia rubra,HD
Doryrhamphus aurolineatus,OM
Thalassoma loxum,HD
Trimma winterbottomi,HD
Callogobius amikami,HD
Apogon omanensis,HD
Haliophis diademus,HD
Plesiops mystaxus,IM
Pseudanthias marcia,HD
Chrysiptera sheila,HD
Trichonotus arabicus,HD
Istiblennius pox,HD
Istiblennius spilotus,IM
Synchiropus moyeri,IM
Apogon selas,IM
Ophichthus rutidoderma,PK
Scartichthys variolatus,IM
Pseudocoris ocellata,PK
Enneapterygius cheni,PK
Gymnothorax niphostigmus,IM
Ogcocephalus cubifrons,IM
Lepadichthys bolini,IM
Cottapistus scorpio,PK
Blenniella caudolineata,IM
Blenniella interrupta,IM
Blenniella leopardus,IM
Blenniella paula,IM
Istiblennius steindachneri,PK
Perulibatrachus kilburni,IM
Muraena pavonina,IM
Apogon americanus,IM
Prognathodes obliquus,PK
Thalassoma noronhanum,IM
Starksia sluiteri,IM
Istiblennius muelleri,PK
Enneanectes smithi,IM
Istiblennius flaviumbrinus,PK
Istiblennius colei,IM
Ecsenius pulcher,IM
Ecsenius oculatus,IM
Uropterygius makatei,IM
Ecsenius pardus,PK
Ecsenius portenoyi,PK
Ecsenius tessera,PK
Ecsenius dentex,HD
Ecsenius alleni,HD
Antennarius duescus,HD
Gymnothorax flavoculus,IM
Bifax lacinia,OM
Pseudanthias sheni,HD
Apogon dhofar,OM
Archamia pallida,IM
Pomadasys aheneus,IM
Pomadasys taeniatus,IM
Naso caeruleacauda,IM
Gymnothorax angusticauda,IM
Gymnothorax punctatus,IM
Gymnothorax moluccensis,IM
Alionematichthys riukiuensis,IM
Gymnothorax punctatofasciatus,IM
Uropterygius polyspilus,OM
Sargocentron lepros,IM
Corythoichthys paxtoni,IM
Muraenichthys sibogae,IM
Muraenichthys macrostomus,IM
Festucalex gibbsi,IM
Priolepis kappa,IM
Ceratobregma striata,IM
Scorpaenodes corallinus,IM
Ecsenius fourmanoiri,IM
Scorpaena grandisquamis,IM
Uropterygius fasciolatus,IM
Echidna xanthospilos,PK
Heteroconger cobra,PK
Bascanichthys longipinnis,IM
Cirrhimuraena cheilopogon,IM
Cirrhimuraena chinensis,IM
Cheroscorpaena tridactyla,IM
Parascorpaena aurita,IM
Rhinopias godfreyi,IM
Synanceia alula,IM
Pictichromis aurifrons,IM
Pholidochromis marginata,PK
Apogon dammermani,OM
Apogon novaeguineae,OM
Archamia buruensis,OM
Alabes parvula,OM
Gymnothorax porphyreus,OM
Plesiops insularis,IM
Scorpis lineolata,IM
Aplodactylus etheridgii,IM
Bodianus unimaculatus,IM
Cantheschenia longipinnis,HD
Norfolkia squamiceps,IM
Enneapterygius rufopileus,IM
Parablennius serratolineatus,IM
Omox lupus,FC
Ecsenius prooculis,PK
Notograptus guttatus,OM
Enneapterygius fasciatus,IM
Amoya gracilis,IM
Amblyeleotris novaecaledoniae,OM
Amblygobius esakiae,IS
Callogobius clitellus,IM
Callogobius hastatus,PK
Ctenogobiops maculosus,OM
Gobiodon heterospilos,OM
Myersina lachneri,IM
Pleurosicya plicata,PK
Trimma hoesei,IM
Calumia profunda,PK
Aioliops novaeguineae,FC
Parioglossus philippinus,IM
Tyson belos,IM
Starksia fasciata,IM
Enneanectes jordani,IM
Gymnothorax australicola,IM
Encheliophis vermiops,IM
Malacoctenus delalandii,OM
Acanthemblemaria medusa,OM
Protemblemaria punctata,IM
Chaenopsis resh,PK
Chaenopsis stephensi,IM
Emblemaria biocellata,IS
Emblemaria culmenis,FC
Emblemaria diphyodontis,IM
Emblemariopsis randalli,IM
Apterichtus keramanus,PK
Gobiodon acicularis,OM
Trimma barralli,IM
Trimma filamentosus,PK
Trimma avidori,PK
Trimma fishelsoni,PK
Trimma flavicaudatus,IM
Trimma mendelssohni,IM
Trimma sheppardi,IM
Coryphopterus venezuelae,HM
Trimma benjamini,OM
Gobiosoma spes,HM
Scorpaenopsis lactomaculata,IM
Pseudovespicula dracaena,PK
Pisodonophis hoeveni,OM
Microgobius signatus,OM
Thalassophryne nattereri,IM
Maxillicosta raoulensis,HD
Ocosia apia,HD
Parablennius laticlavius,OM
Ogcocephalus notatus,OM
Ogcocephalus pumilus,OM
Mugilogobius parvus,OM
Crystallodytes cookei,OM
Heteroconger klausewitzi,HD
Brotula ordwayi,HD
Carapus dubius,PK
Ogilbia deroyi,HM
Ogilbia galapagosensis,OM
Acentronura australe,PK
Bryx veleronis,HM
Bulbonaricus brucei,PK
Campichthys nanus,PK
Campichthys tryoni,IM
Choeroichthys latispinosus,IM
Cosmocampus howensis,IM
Cosmocampus investigatoris,IM
Doryrhamphus chapmani,IM
Idiotropiscis larsonae,IM
Campichthys tricarinatus,IM
Choeroichthys suillus,IM
Festucalex cinctus,PK
Festucalex scalaris,HD
Festucalex wassi,IS
Filicampus tigris,FC
Halicampus edmondsoni,IM
Halicampus marquesensis,OM
Halicampus spinirostris,OM
Lissocampus bannwarthi,PK
Lissocampus caudalis,OM
Nannocampus subosseus,PK
Nannocampus weberi,PK
Penetopteryx taeniocephalus,PK
Vanacampus margaritifer,PK
Gobiopsis atrata,PK
Hippocampus abdominalis,IM
Snyderina guentheri,PK
Minous dempsterae,PK
Minous inermis,OM
Cirrhitichthys calliurus,PK
Halichoeres stigmaticus,PK
Parupeneus margaritatus,PK
Pomadasys punctulatus,PK
Callogobius bifasciatus,PK
Coryogalops bulejiensis,PK
Coryogalops monospilus,PK
Eviota pardalota,OM
Gobiodon reticulatus,PK
Hetereleotris vulgaris,PK
Lobulogobius omanensis,PK
Gobiopsis canalis,OM
Priolepis randalli,OM
Alticus kirkii,OM
Antennablennius adenensis,OM
Antennablennius hypenetes,IM
Antennablennius simonyi,IM
Antennablennius variopunctatus,IM
Mimoblennius cirrosus,OM
Oman ypsilon,OM
Omobranchus mekranensis,OM
Parablennius opercularis,HD
Parablennius thysanius,OM
Petroscirtes ancylodon,HD
Parapercis maculata,OM
Bathygobius meggitti,HD
Canthidermis macrolepis,HD
Pseudanthias townsendi,IM
Apogon holotaenia,HD
Sacura boulengeri,HD
Coris nigrotaenia,HD
Boops lineatus,HD
Ogilbia ventralis,HD
Arcos decoris,PK
Arcos erythrops,HD
Arcos rhodospilus,PK
Gobiesox adustus,PK
Bodianus prognathus,PK
Gobiesox woodsi,IM
Tomicodon bidens,IM
Tomicodon petersii,IM
Pseudochromis andamanensis,OM
Pseudochromis elongatus,IM
Rhabdamia nigrimentum,IM
Bodianus sanguineus,IM
Trichonotus halstead,IM
Pseudanthias olivaceus,HD
Pseudanthias aurulentus,IM
Cirrhilabrus flavidorsalis,FC
Apogon flavus,IM
Apogon capricornis,IM
Parapercis colemani,HD
Amblyeleotris yanoi,OM
Amblyeleotris masuii,PK
Psilogobius mainlandi,OM
Serranus socorroensis,HD
Pseudogramma thaumasia,OM
Enneanectes carminalis,OM
Axoclinus cocoensis,IM
Axoclinus lucillae,IM
Axoclinus multicinctus,PK
Axoclinus nigricaudus,IM
Opistognathus scops,PK
Opistognathus panamaensis,HD
Opistognathus rhomaleus,FC
Meiacanthus abditus,IM
Opistognathus galapagensis,IM
Opistognathus rosenblatti,FC
Xyrichtys victori,IM
Halichoeres discolor,IM
Apogon retrosella,IM
Apogon atricaudus,IM
Axoclinus rubinoffi,OM
Crocodilichthys gracilis,PK
Enneanectes reticulatus,OM
Meiacanthus limbatus,PK
Lepidonectes bimaculata,IM
Lepidonectes clarkhubbsi,OM
Meiacanthus naevius,IM
Dactyloscopus pectoralis,IM
Meiacanthus crinitus,PK
Meiacanthus geminatus,PK
Gillellus chathamensis,OM
Meiacanthus vicinus,IM
Platygillellus altivelis,PK
Platygillellus bussingi,IM
Exerpes asper,PK
Labrisomus jenkinsi,PK
Labrisomus striatus,IM
Malacoctenus ebisui,IM
Malacoctenus gigas,IM
Malacoctenus zonifer,IM
Dialommus macrocephalus,PK
Meiacanthus oualanensis,IM
Paraclinus monophthalmus,PK
Meiacanthus tongaensis,PK
Paraclinus sini,FC
Paraclinus tanygnathus,PK
Starksia fulva,PK
Starksia galapagensis,IM
Meiacanthus procne,IM
Starksia posthon,IM
Starksia spinipenis,PK
Xenomedea rhodopyga,PK
Acanthemblemaria balanorum,PK
Acanthemblemaria crockeri,IM
Acanthemblemaria exilispinus,PK
Acanthemblemaria hancocki,PK
Acanthemblemaria macrospilus,IM
Meiacanthus reticulatus,IM
Acanthemblemaria stephensi,IM
Chaenopsis deltarrhis,IM
Coralliozetus angelicus,IM
Coralliozetus micropes,IM
Coralliozetus rosenblatti,IM
Coralliozetus springeri,IM
Plagiotremus spilistius,PK
Malacoctenus margaritae,PK
Malacoctenus hubbsi,PK
Ekemblemaria myersi,PK
Emblemaria hypacanthus,PK
Emblemaria nivipes,PK
Emblemaria piratica,PK
Emblemaria walkeri,PK
Mccoskerichthys sandae,IM
Cirriemblemaria lucasana,IM
Enneapterygius niger,OM
Stathmonotus sinuscalifornici,OM
Tanyemblemaria alleni,OM
Entomacrodus chiostictus,IM
Hypsoblennius caulopus,IM
Dotalabrus aurantiacus,IM
Hypsoblennius striatus,IM
Enneapterygius atrogulare,IM
Ammodytoides gilli,PK
Aruma histrio,PK
Parahypsos piersoni,PK
Hypsoblennius paytensis,PK
Barbulifer mexicanus,OM
Cerdale ionthas,OM
Dotalabrus alleni,OM
Barbulifer pantherinus,OM
Notolabrus parilus,HD
Chriolepis minutillus,PK
Chriolepis zebra,PK
Chriolepis cuneata,PK
Chriolepis dialepta,OM
Chriolepis tagus,OM
Notolabrus gymnogenis,OM
Pycnomma semisquamatum,PK
Lythrypnus rhizophora,IM
Notolabrus celidotus,IM
Lythrypnus alphigena,IM
Lythrypnus pulchellus,IM
Lythrypnus insularis,IM
Lythrypnus solanensis,IM
Gobiosoma chiquita,IM
Eleotrica cableae,HD
Elacatinus janssi,PK
Elacatinus inornatus,PK
Gobulus hancocki,IM
Gobulus crescentalis,FC
Gymneleotris seminuda,PK
Elacatinus puncticulatus,OM
Elacatinus digueti,IM
Ceratobregma acanthops,FC
Ceratobregma helenae,FC
Gobiosoma nudum,FC
Tomicodon humeralis,IM
Pseudolabrus gayi,IM
Enneapterygius bichrous,IM
Tomicodon eos,IM
Tomicodon boehlkei,OM
Enneapterygius gracilis,HD
Pseudolabrus biserialis,HD
Pseudolabrus fuentesi,HD
Pseudolabrus semifasciatus,HD
Enneapterygius kermadecensis,IM
Pseudolabrus torotai,HD
Enneapterygius larsonae,PK
Enneapterygius mirabilis,HD
Pictilabrus laticlavius,HD
Enneapterygius paucifasciatus,OM
Scorpaena cardinalis,PK
Enneapterygius pyramis,HD
Enneapterygius rhabdotus,OM
Cristiceps aurantiacus,OM
Chironemus marmoratus,OM
Cheilodactylus fuscus,OM
Austrolabrus maculatus,FC
Eupetrichthys angustipes,FC
Amblyeleotris rhyax,IM
Enneapterygius triserialis,PK
Amblyeleotris macronema,FC
Enneapterygius tutuilae,FC
Amblyeleotris latifasciata,PK
Enneapterygius ziegleri,PK
Centropyge narcosis,IM
Chlorurus rhakoura,IM
Springerichthys bapturus,PK
Springerichthys kulbickii,IM
Helcogramma novaecaledoniae,IM
Lepidoblennius haplodactylus,IM
Norfolkia leeuwin,IM
Norfolkia thomasi,IM
Trinorfolkia incisa,IM
Ucla xenogrammus,OM
Sanopus astrifer,OM
Acanthemblemaria greenfieldi,OM
Emblemaria caldwelli,OM
Emblemariopsis leptocirris,IM
Labrisomus albigenys,PK
Starksia occidentalis,IM
Starksia elongata,IM
Starksia guttata,OM
Elacatinus atronasus,PK
Elacatinus zebrellus,IM
Ecsenius fijiensis,IM
Ecsenius isos,PK
Ecsenius lubbocki,IM
Ecsenius taeniatus,IM
Petrotyx hopkinsi,IM
Protemblemaria bicirrus,IM
Stathmonotus culebrai,PK
Chriolepis lepidota,FC
nudiantennarius subteres,FC
Lophiocharon lithinostomus,IM
Ogcocephalus vespertilio,IM
Hypoplectrus gemma,IS
Hypoplectrus aberrans,PK
Pholidichthys anguis,IM
Uropterygius genie,IM
Emblemariopsis signifera,IM
Starksia brasiliensis,IM
Starksia culebrae,IM
Lupinoblennius vinctus,IM
Gerres ovatus,IM
Favonigobius gymnauchen,IM
Chilomycterus atringa,IM
Yongeichthys criniger,IM
Girella fimbriata,IM
Thamnaconus analis,IM
Choerodon azurio,IM
Callionymus pleurostictus,IM
Pseudogramma astigmum,IM
Pseudogramma xanthum,PK
Pseudogramma axelrodi,PK
Pseudogramma erythreum,PK
Pseudogramma guineensis,IM
Pseudogramma megamycterum,IS
Pseudogramma pectoralis,OM
Suttonia lineata,OM
Suttonia suttoni,IM
Calloplesiops argus,IM
Paracirrhites xanthus,IM
Enneapterygius flavoccipitis,PK
Enneapterygius philippinus,IM
Platycephalus fuscus,PK
Scolecenchelys nicholsae,IM
Paralabrax callaensis,HD
Plectorhinchus lessonii,OM
Serranus aequidens,PK
Serranus huascarii,PK
Chromis jubauna,OM
Sargocentron hormion,OM
Sargocentron iota,OM
Sargocentron megalops,OM
Pseudopercis semifasciata,OM
Opistognathus cuvierii,OM
Acanthistius patachonicus,OM
Parapercis dockinsi,OM
Sargocentron shimizui,PK
Rhinopias cea,IM
Sargocentron wilhelmi,PK
Apogon robbyi,OM
Dactyloscopus boehlkei,PK
Gramma brasiliensis,PK
Dactyloscopus foraminosus,PK
Dactyloscopus comptus,FC
Gillellus jacksoni,HD
Platygillellus smithi,HD
Storrsia olsoni,HD
Paradiplogrammus corallinus,PK
Elacatinus figaro,IM
Gymnothorax annulatus,PK
Gymnothorax minor,OM
Gymnothorax randalli,IM
Callechelys galapagensis,IM
Plesiops auritus,IM
Plesiops facicavus,HD
Plesiops genaricus,IM
Plesiops gracilis,IM
Plesiops malalaxus,IM
Plesiops polydactylus,OM
Plesiops thysanopterus,PK
Plesiops verecundus,PK
Uropterygius xenodontus,IM
Uropterygius golanii,IM
Pempheris rapa,PK
Rusichthys explicitus,PK
Apogon griffini,FC
Apogon heptastygma,HM
Apogon isus,HM
Pomadasys unimaculatus,HD
Acanthaluteres spilomelanurus,IM
Alabes hoesei,IM
Girella elevata,IM
Platygillellus rubellulus,IM
Creocele cardinalis,IM
Heteroclinus nasutus,IM
Enneapterygius atriceps,IM
Enneapterygius bahasa,IS
Enneapterygius clea,IM
Enneapterygius fuscoventer,FC
Enneapterygius howensis,OM
Enneapterygius miyakensis,IM
Enneapterygius nigricauda,PK
Enneapterygius ornatus,PK
Enneapterygius pallidoserialis,HD
Enneapterygius randalli,PK
Enneapterygius rhothion,PK
Enneapterygius rubicauda,IM
Enneapterygius signicauda,IM
Enneapterygius similis,IM
Enneapterygius unimaculatus,IM
Enneapterygius vexillarius,IM
Enneapterygius williamsi,IM
Helcogramma fuscipectoris,PK
Helcogramma inclinata,IM
Helcogramma kranos,PK
Helcogramma solorensis,PK
Pseudanthiasventralis hawaiiensis,PK
Lipophrys caboverdensis,PK
Parablennius salensis,FC
Scartella caboverdiana,OM
Myripristis astakhovi,IM
Halophryne hutchinsi,IM
Choerodon zosterophorus,IM
Choerodon balerensis,HD
Choerodon melanostigma,IM
Apletodon incognitus,IM
Gymnothorax robinsi,OM
